konu,soru,secenekler,dogru,cozum
Mantık,"Üç arkadaş Ali, Burak ve Cem, girdikleri bir yarışmada kimin birinci geldiği hakkında aşağıdaki iddialarda bulunmuşlardır: Ali: ""Yarışmayı ben kazandım."" Burak: ""Eğer Ali yarışmayı kazanmadıysa, ben de kazanmadım."" Cem: ""Eğer Burak yarışmayı kazandıysa, Ali yarışmayı kazanmamıştır."" Yarışmayı sadece bir kişi kazanmıştır ve bu üç arkadaştan sadece iki tanesinin iddiası doğru olduğuna göre, yarışmayı kim kazanmıştır?","{""A"": ""Ali"", ""B"": ""Burak"", ""C"": ""Cem"", ""D"": ""Ali veya Burak"", ""E"": ""Hiçbiri (Farklı bir kişi kazanmıştır)""}",C,"Önermeleri tanımlayalım: p: Ali yarışmayı kazandı. q: Burak yarışmayı kazandı. r: Cem yarışmayı kazandı. Yarışmayı sadece bir kişi kazandığı için, p, q, r önermelerinden sadece biri doğru olabilir. Diğerleri yanlış olmalıdır. Arkadaşların iddialarını mantık ifadeleriyle yazalım: Ali'nin iddiası: p Burak'ın iddiası: (~p => ~q) Cem'in iddiası: (q => ~p) Şimdi her bir kişinin yarışı kazanma durumunu inceleyelim ve hangi durumda sadece iki iddianın doğru olduğunu bulalım: 1. Durum: Ali yarışı kazandı. (p=1, q=0, r=0) - Ali'nin iddiası (p): Doğru (1) - Burak'ın iddiası (~p => ~q): (~1 => ~0) = (0 => 1) = Doğru (1) - Cem'in iddiası (q => ~p): (0 => ~1) = (0 => 0) = Doğru (1) Bu durumda 3 iddia doğru olur. Koşulu sağlamaz. 2. Durum: Burak yarışı kazandı. (p=0, q=1, r=0) - Ali'nin iddiası (p): Yanlış (0) - Burak'ın iddiası (~p => ~q): (~0 => ~1) = (1 => 0) = Yanlış (0) - Cem'in iddiası (q => ~p): (1 => ~0) = (1 => 1) = Doğru (1) Bu durumda sadece 1 iddia doğru olur. Koşulu sağlamaz. 3. Durum: Cem yarışı kazandı. (p=0, q=0, r=1) - Ali'nin iddiası (p): Yanlış (0) - Burak'ın iddiası (~p => ~q): (~0 => ~0) = (1 => 1) = Doğru (1) - Cem'in iddiası (q => ~p): (0 => ~0) = (0 => 1) = Doğru (1) Bu durumda 2 iddia doğru olur (Burak ve Cem'in iddiaları). Koşulu sağlar. Sonuç olarak, Cem yarışı kazanmıştır."
Mantık,"Üç öğrenci, Emre, Fırat ve Gizem, matematik dersinden ödevlerini tamamlamak için bir araya gelmişlerdir. Ödevleri tamamlayıp tamamlamadıkları ile ilgili bazı önermeler şunlardır: p: ""Emre ödevini bitirmiştir."" q: ""Fırat ödevini bitirmiştir."" r: ""Gizem ödevini bitirmiştir."" Bu üç öğrenci arasındaki bir konuşmada, ""(p ve q) => (r veya ~p)"" önermesinin yanlış olduğu bilinmektedir. Buna göre, aşağıdakilerden hangisi kesinlikle doğrudur?","{""A"": ""Emre ve Fırat ödevini bitirmemiştir."", ""B"": ""Fırat ve Gizem ödevini bitirmiştir."", ""C"": ""Emre ödevini bitirmiş, Gizem ise bitirmemiştir."", ""D"": ""Sadece Gizem ödevini bitirmiştir."", ""E"": ""Emre ödevini bitirmemiştir.""}",C,"(p ve q) => (r veya ~p) önermesinin yanlış olması için, (p ve q) önermesi doğru ve (r veya ~p) önermesi yanlış olmalıdır. 1. (p ve q) doğru ise, p=1 ve q=1'dir. (Emre ödevini bitirmiş ve Fırat ödevini bitirmiştir.) 2. (r veya ~p) yanlış ise, hem r=0 hem de ~p=0 olmalıdır. (Gizem ödevini bitirmemiştir ve Emre ödevini bitirmemiş değildir.) 3. ~p=0 olduğundan p=1'dir. Bu da 1. adımdaki p=1 ile tutarlıdır. Sonuç olarak, Emre ödevini bitirmiştir (p=1), Fırat ödevini bitirmiştir (q=1) ve Gizem ödevini bitirmemiştir (r=0). Şıkları inceleyelim: A) Emre ve Fırat ödevini bitirmemiştir. (~p ve ~q) => (0 ve 0) = 0 (Yanlış) B) Fırat ve Gizem ödevini bitirmiştir. (q ve r) => (1 ve 0) = 0 (Yanlış) C) Emre ödevini bitirmiş, Gizem ise bitirmemiştir. (p ve ~r) => (1 ve 1) = 1 (Doğru) D) Sadece Gizem ödevini bitirmiştir. (~p ve ~q ve r) => (0 ve 0 ve 0) = 0 (Yanlış) E) Emre ödevini bitirmemiştir. (~p) => 0 (Yanlış)"
Mantık,"Bir mahalle fırınında, günlük özel indirimli 'Köy Ekmeği' satışı için belirlenmiş bir kural vardır. Bu kural, aşağıdaki önerme ile ifade edilmektedir: 'Fırıncı erken kalktıysa VE özel un stoğu varsa, o gün 'Köy Ekmeği' özel indirimli satılmaz.' Bu önermenin her zaman doğru olduğu bilinmektedir. Bugün fırında 'Köy Ekmeği' özel indirimli satıldığına göre, aşağıdakilerden hangisi kesinlikle doğrudur?","{""A"": ""Fırıncı erken kalkmıştır ve özel un stoğu yoktur."", ""B"": ""Fırıncı erken kalkmamıştır ve özel un stoğu vardır."", ""C"": ""Fırıncı erken kalkmamıştır veya özel un stoğu yoktur."", ""D"": ""Fırıncı erken kalkmıştır ve özel un stoğu vardır."", ""E"": ""Fırıncı erken kalkmamıştır ve özel un stoğu yoktur.""}",C,"1. Önermeleri tanımlayalım: p: Fırıncı erken kalkmıştır. q: Özel un stoğu vardır. r: 'Köy Ekmeği' özel indirimli satılmıştır. 2. Verilen kuralı mantık sembolleriyle yazalım: 'Fırıncı erken kalktıysa VE özel un stoğu varsa, o gün 'Köy Ekmeği' özel indirimli satılmaz.' Bu ifade (p ve q) => r' şeklinde yazılır. Bu önermenin her zaman doğru olduğu belirtilmiştir. 3. Verilen durumu analiz edelim: 'Bugün fırında 'Köy Ekmeği' özel indirimli satıldı.' Bu ifade r önermesinin doğru (1) olduğunu gösterir. r doğru olduğuna göre, r' önermesi yanlış (0) olmalıdır. 4. Mantıksal çıkarım yapalım: Doğru olduğu bilinen önerme: (p ve q) => r' r' önermesinin yanlış (0) olduğu biliniyor. Bir P => Q önermesinde, eğer Q yanlış ise, P de kesinlikle yanlış olmalıdır (Modus Tollens kuralı). Burada P = (p ve q) ve Q = r'dir. Q (yani r') yanlış olduğuna göre, P (yani p ve q) de yanlış olmalıdır. (p ve q) önermesinin yanlış olması demek, (p ve q)' önermesinin doğru olması demektir. 5. De Morgan kurallarını uygulayalım: (p ve q)' önermesi p' veya q' önermesine denktir. Yani, p' veya q' önermesi kesinlikle doğrudur. 6. Sonucu Türkçe olarak ifade edelim: p': Fırıncı erken kalkmamıştır. q': Özel un stoğu yoktur. p' veya q': Fırıncı erken kalkmamıştır VEYA özel un stoğu yoktur. 7. Seçenekleri kontrol edelim: C seçeneği 'Fırıncı erken kalkmamıştır veya özel un stoğu yoktur.' ifadesi, p' veya q' ile aynı anlama gelir ve kesinlikle doğrudur."
Mantık,"Okul gazetesi kulübü, Deniz, Efe ve Fidan isimli öğrencilerin gönderdiği makalelerden hangilerini yayınlayacağına karar vermek için aşağıdaki kuralları belirlemiştir: p: ""Deniz'in makalesi yayınlanacaktır."" q: ""Efe'nin makalesi yayınlanacaktır."" r: ""Fidan'ın makalesi yayınlanacaktır."" Bu kurallar şu şekildedir: I. p => q (Eğer Deniz'in makalesi yayınlanırsa, Efe'nin makalesi de yayınlanır.) II. ~q => ~r (Eğer Efe'nin makalesi yayınlanmazsa, Fidan'ın makalesi de yayınlanmaz.) III. r => ~p (Eğer Fidan'ın makalesi yayınlanırsa, Deniz'in makalesi yayınlanmaz.) Kulüp yönetimi, bu üç kuraldan yalnızca birinin yanlış olduğunu açıklamıştır. Buna göre, aşağıdakilerden hangisi kesinlikle doğrudur?","{""A"": ""Deniz'in makalesi yayınlanmıştır."", ""B"": ""Fidan'ın makalesi yayınlanmamıştır."", ""C"": ""Efe'nin makalesi yayınlanmışsa Deniz'in makalesi de yayınlanmıştır."", ""D"": ""Deniz'in makalesi yayınlanmamışsa Efe'nin makalesi yayınlanmıştır."", ""E"": ""Fidan'ın makalesi yayınlanmışsa Efe'nin makalesi de yayınlanmamıştır.""}",C,"Verilen önermeleri ve doğruluk değerlerini (1: doğru, 0: yanlış) inceleyelim. Kural I: p => q Kural II: ~q => ~r (Bu ifade, karşıt tersi olan q => r ile denktir.) Kural III: r => ~p Üç kuraldan yalnızca birinin yanlış olduğu belirtilmiştir. Bu durumu üç ayrı senaryoda inceleyelim: Senaryo 1: Kural I yanlış ise. I. p => q = 0 ise p=1 ve q=0 olmalıdır. II. ~q => ~r doğru olmalı. q=0 olduğundan ~q=1. Yani 1 => ~r = 1 ise ~r=1, dolayısıyla r=0 olmalıdır. III. r => ~p doğru olmalı. r=0 olduğundan 0 => ~p her zaman doğrudur. (p=1 ise ~p=0, yani 0 => 0 = 1). Bu senaryoda (p,q,r) = (1,0,0) elde edilir. (Kontrol: I: (1=>0)=0 (Yanlış), II: (~0=>~0)=(1=>1)=1 (Doğru), III: (0=>~1)=(0=>0)=1 (Doğru). Yalnızca bir yanlış var.) Senaryo 2: Kural II yanlış ise. II. ~q => ~r = 0 ise ~q=1 ve ~r=0 olmalıdır. Yani q=0 ve r=1 olmalıdır. I. p => q doğru olmalı. q=0 olduğundan p => 0 = 1 ise p=0 olmalıdır. III. r => ~p doğru olmalı. r=1 olduğundan 1 => ~p = 1 ise ~p=1, dolayısıyla p=0 olmalıdır. Bu senaryoda (p,q,r) = (0,0,1) elde edilir. (Kontrol: I: (0=>0)=1 (Doğru), II: (~0=>~1)=(1=>0)=0 (Yanlış), III: (1=>~0)=(1=>1)=1 (Doğru). Yalnızca bir yanlış var.) Senaryo 3: Kural III yanlış ise. III. r => ~p = 0 ise r=1 ve ~p=0 olmalıdır. Yani r=1 ve p=1 olmalıdır. I. p => q doğru olmalı. p=1 olduğundan 1 => q = 1 ise q=1 olmalıdır. II. ~q => ~r doğru olmalı. q=1 olduğundan ~q=0. Yani 0 => ~r her zaman doğrudur. (r=1 ise ~r=0, yani 0 => 0 = 1). Bu senaryoda (p,q,r) = (1,1,1) elde edilir. (Kontrol: I: (1=>1)=1 (Doğru), II: (~1=>~1)=(0=>0)=1 (Doğru), III: (1=>~1)=(1=>0)=0 (Yanlış). Yalnızca bir yanlış var.) Olası (p,q,r) doğruluk değerleri şunlardır: (1,0,0), (0,0,1), (1,1,1). Şimdi şıkları bu senaryolara göre değerlendirelim: A) Deniz'in makalesi yayınlanmıştır (p): (1,0,0) -> p=1 (Doğru) (0,0,1) -> p=0 (Yanlış) (1,1,1) -> p=1 (Doğru) Kesinlikle doğru değil. B) Fidan'ın makalesi yayınlanmamıştır (~r): (1,0,0) -> ~r=1 (Doğru) (0,0,1) -> ~r=0 (Yanlış) (1,1,1) -> ~r=0 (Yanlış) Kesinlikle doğru değil. C) Efe'nin makalesi yayınlanmışsa Deniz'in makalesi de yayınlanmıştır (q => p): (1,0,0) -> (0 => 1) = 1 (Doğru) (0,0,1) -> (0 => 0) = 1 (Doğru) (1,1,1) -> (1 => 1) = 1 (Doğru) Tüm senaryolarda doğru olduğu için kesinlikle doğrudur. D) Deniz'in makalesi yayınlanmamışsa Efe'nin makalesi yayınlanmıştır (~p => q): (1,0,0) -> (~1 => 0) = (0 => 0) = 1 (Doğru) (0,0,1) -> (~0 => 0) = (1 => 0) = 0 (Yanlış) (1,1,1) -> (~1 => 1) = (0 => 1) = 1 (Doğru) Kesinlikle doğru değil. E) Fidan'ın makalesi yayınlanmışsa Efe'nin makalesi de yayınlanmamıştır (r => ~q): (1,0,0) -> (0 => ~0) = (0 => 1) = 1 (Doğru) (0,0,1) -> (1 => ~0) = (1 => 1) = 1 (Doğru) (1,1,1) -> (1 => ~1) = (1 => 0) = 0 (Yanlış) Kesinlikle doğru değil. Bu durumda kesinlikle doğru olan ifade C seçeneğidir."
Mantık,"Bir lise tiyatro kulübünde, yeni bir oyun için başrol oyuncusu seçmeleri yapılmıştır. Seçmeler sonunda Ada, Batu ve Cem isimli üç öğrenciden tam olarak biri başrol için seçilmiştir. Sonuçlar henüz açıklanmadan, kimin seçildiği sorulduğunda her biri aşağıdaki ifadeleri kullanmıştır: Ada: “Ben başrolü almadım.” Batu: “Ada başrolü aldı.” Cem: “Batu başrolü almadı.” Bu üç ifadeden sadece bir tanesinin doğru olduğu bilindiğine göre, başrolü kim almıştır?","{""A"": ""Ada"", ""B"": ""Batu"", ""C"": ""Cem"", ""D"": ""Ada veya Cem"", ""E"": ""Hiçbiri (çözülemez)""}",B,"Başrolü alan kişiyi A (Ada), B (Batu) ve C (Cem) önermeleriyle gösterelim. Problemin ilk koşuluna göre, A, B ve C'den yalnızca biri doğrudur (yani A XOR B XOR C). İfadeleri önermeler cinsinden yazalım: Ada'nın ifadesi (S_A): ~A (Ada başrolü almadı) Batu'nun ifadesi (S_B): A (Ada başrolü aldı) Cem'in ifadesi (S_C): ~B (Batu başrolü almadı) Problemin ikinci koşuluna göre, S_A, S_B ve S_C'den yalnızca biri doğrudur (yani S_A XOR S_B XOR S_C). Şimdi her bir olasılığı inceleyelim: 1. Olasılık: Ada başrolü almışsa (A doğru, B yanlış, C yanlış). - S_A: ~A = ~Doğru = Yanlış - S_B: A = Doğru - S_C: ~B = ~Yanlış = Doğru Bu durumda (Yanlış, Doğru, Doğru) şeklinde iki ifade doğru olur. Bu, problemdeki 'yalnızca bir ifade doğru' koşuluyla çelişir. Dolayısıyla Ada başrolü almamıştır. 2. Olasılık: Batu başrolü almışsa (B doğru, A yanlış, C yanlış). - S_A: ~A = ~Yanlış = Doğru - S_B: A = Yanlış - S_C: ~B = ~Doğru = Yanlış Bu durumda (Doğru, Yanlış, Yanlış) şeklinde yalnızca bir ifade doğru olur. Bu, problemdeki koşulu sağlar. Dolayısıyla Batu başrolü almış olabilir. 3. Olasılık: Cem başrolü almışsa (C doğru, A yanlış, B yanlış). - S_A: ~A = ~Yanlış = Doğru - S_B: A = Yanlış - S_C: ~B = ~Yanlış = Doğru Bu durumda (Doğru, Yanlış, Doğru) şeklinde iki ifade doğru olur. Bu, problemdeki 'yalnızca bir ifade doğru' koşuluyla çelişir. Dolayısıyla Cem başrolü almamıştır. Yukarıdaki incelemeye göre, tüm koşulları sağlayan tek durum Batu'nun başrolü almasıdır."
Mantık,"Bir üniversitenin Onur Programı'na kabul için üç şartın sağlanması gerekmektedir. Bu şartlar p, q ve r önermeleri ile ifade edilmektedir: p: Öğrenci yüksek bir not ortalamasına sahiptir. q: Öğrenci uluslararası bir bilim olimpiyatında ödül almıştır. r: Öğrenci topluma hizmet projesinde aktif rol almıştır. Üniversitenin Onur Programı'na kabul kuralı şöyledir: ""Öğrencinin yüksek bir not ortalamasına sahip olmadığı veya uluslararası bir bilim olimpiyatında ödül aldığı durumu yanlıştır. Ve eğer öğrenci topluma hizmet projesinde aktif rol aldıysa, uluslararası bir bilim olimpiyatında ödül almıştır."" Elif, bu Onur Programı'na kabul edildiğine göre, Elif ile ilgili aşağıdaki ifadelerden hangisi kesinlikle doğrudur?","{""A"": ""Elif'in not ortalaması yüksek değildir."", ""B"": ""Elif uluslararası bir bilim olimpiyatında ödül almıştır."", ""C"": ""Elif topluma hizmet projesinde aktif rol almamıştır."", ""D"": ""Elif'in not ortalaması yüksek değildir ve uluslararası bir bilim olimpiyatında ödül almıştır."", ""E"": ""Elif uluslararası bir bilim olimpiyatında ödül almış ancak topluma hizmet projesinde aktif rol almamıştır.""}",C,"Verilen kabul kuralını mantık önermeleriyle ifade edelim: 1. 'Öğrencinin yüksek bir not ortalamasına sahip olmadığı (~p) veya uluslararası bir bilim olimpiyatında ödül aldığı (q) durumu yanlıştır.' ifadesi (~p veya q)' olarak yazılır. 2. 'Eğer öğrenci topluma hizmet projesinde aktif rol aldıysa (r), uluslararası bir bilim olimyatında ödül almıştır (q).' ifadesi (r => q) olarak yazılır. Kabul kuralının tamamı: (~p veya q)' ve (r => q). Elif, Onur Programı'na kabul edildiğine göre, bu bileşik önermenin doğruluk değeri 1'dir. (~p veya q)' ve (r => q) = 1 Bir 've' (^) bağlacıyla bağlı iki önermenin doğruluk değeri 1 olması için her iki önermenin de doğruluk değeri 1 olmalıdır: 1) (~p veya q)' = 1 2) (r => q) = 1 Birinci önermeden devam edelim: (~p veya q)' = 1 ise, (~p veya q) = 0 olmalıdır. Bir 'veya' (v) bağlacıyla bağlı iki önermenin doğruluk değeri 0 olması için her iki önermenin de doğruluk değeri 0 olmalıdır: ~p = 0 => p = 1 q = 0 Şimdi bulduğumuz q = 0 değerini ikinci önermede yerine koyalım: (r => q) = 1 => (r => 0) = 1. Bir 'ise' (=>) bağlacıyla bağlı önermenin doğruluk değeri 1 olması ve sonucun 0 olması için tek durum, başlangıç önermesinin (r'nin) 0 olmasıdır (çünkü 1 => 0 = 0 olurdu, 0 => 0 = 1'dir). r = 0 Buna göre Elif için doğruluk değerleri şunlardır: p = 1 (Elif'in not ortalaması yüksektir.) q = 0 (Elif uluslararası bir bilim olimpiyatında ödül almamıştır.) r = 0 (Elif topluma hizmet projesinde aktif rol almamıştır.) Şıkları kontrol edelim: A) Elif'in not ortalaması yüksek değildir. (~p) = 0 (Yanlış) B) Elif uluslararası bir bilim olimpiyatında ödül almıştır. (q) = 0 (Yanlış) C) Elif topluma hizmet projesinde aktif rol almamıştır. (~r) = 1 (Doğru) D) Elif'in not ortalaması yüksek değildir ve uluslararası bir bilim olimpiyatında ödül almıştır. (~p ve q) = 0 ve 0 = 0 (Yanlış) E) Elif uluslararası bir bilim olimpiyatında ödül almış ancak topluma hizmet projesinde aktif rol almamıştır. (q ve ~r) = 0 ve 1 = 0 (Yanlış) Kesinlikle doğru olan ifade C seçeneğidir."
Mantık,"Bir öğrencinin dersindeki başarı durumuyla ilgili aşağıdaki önermeler tanımlanmıştır: p: ""Öğrenci dönem sonu sınavından geçer."" q: ""Öğrenci tüm ödevlerini zamanında teslim eder."" r: ""Öğrenci dersten başarılı olur."" Ders koordinatörü tarafından yapılan bir açıklama aşağıdaki gibidir: ""'Eğer öğrenci dönem sonu sınavından geçtiyse, tüm ödevlerini zamanında teslim etmiştir' önermesi, öğrencinin dersten başarılı olması için yeterli ve gerekli bir şarttır."" Bu açıklamanın mantıkça yanlış olduğu bilinmektedir. Ayrıca, bu öğrencinin dönem sonu sınavından geçtiği fakat dersten başarılı olamadığı belirlenmiştir. Buna göre, yukarıdaki öğrenciyle ilgili aşağıdaki ifadelerden hangisi doğru olmak zorundadır?","{""A"": ""Öğrenci tüm ödevlerini zamanında teslim etmemiştir."", ""B"": ""Öğrenci dönem sonu sınavından geçememiştir."", ""C"": ""Öğrenci hem dönem sonu sınavından geçmiş hem de tüm ödevlerini zamanında teslim etmiştir."", ""D"": ""Öğrenci dersten başarılı olmuş fakat tüm ödevlerini teslim etmemiştir."", ""E"": ""Öğrenci dönem sonu sınavından geçmemiş veya dersten başarılı olmuştur.""}",C,"1. Ders koordinatörünün açıklaması sembolik olarak (p => q) <=> r şeklinde ifade edilir. Bu açıklamanın mantıkça yanlış olduğu belirtildiğine göre, (p => q) <=> r = 0'dır. 2. Öğrenci hakkında verilen ek bilgiler: ""Dönem sonu sınavından geçtiği"" için p = 1'dir. ""Dersten başarılı olamadığı"" için r = 0'dır. 3. Bu değerleri ana ifadeye yerine koyalım: (1 => q) <=> 0 = 0. 4. Bir A <=> B önermesi, A ve B'nin doğruluk değerleri farklı olduğunda 0 olur. Burada B önermesinin doğruluk değeri 0 olduğuna göre, A önermesinin doğruluk değeri 1 olmalıdır. Yani, (1 => q) = 1 olmalıdır. 5. Bir X => Y önermesi sadece X=1 ve Y=0 olduğunda 0 olur. (1 => q) = 1 olduğuna göre, q önermesi 0 olamaz. Dolayısıyla q = 1 olmak zorundadır. 6. Sonuç olarak, önermelerin doğruluk değerleri p=1, q=1, r=0 şeklindedir. 7. Şıkları değerlendirelim: A) Öğrenci tüm ödevlerini zamanında teslim etmemiştir. (q=0 olmalıydı, yanlış.) B) Öğrenci dönem sonu sınavından geçememiştir. (p=0 olmalıydı, yanlış.) C) Öğrenci hem dönem sonu sınavından geçmiş hem de tüm ödevlerini zamanında teslim etmiştir. (p=1 ve q=1 olduğu için p ^ q = 1, doğru.) D) Öğrenci dersten başarılı olmuş fakat tüm ödevlerini teslim etmemiştir. (r=1 ve q=0 olmalıydı, yanlış.) E) Öğrenci dönem sonu sınavından geçmemiş veya dersten başarılı olmuştur. (p=0 veya r=1 olmalıydı, yanlış.) Doğru ifade C seçeneğidir."
Mantık,"Yeni açılan 'Lezzet Durağı' kafesi, sadık müşterilerine özel bir kampanya sunmaktadır. Ücretsiz kahve hakkı kazanmak için müşterilerin belirli şartları sağlaması gerekmektedir. Bu şartlar aşağıdaki önermelerle ifade edilmiştir: p: 'Müşteri, Lezzet Durağı mobil uygulamasından ilk siparişini verdi.' q: 'Müşteri, tek siparişte en az 3 farklı ürün satın aldı.' r: 'Müşteri, siparişini hafta sonu (Cumartesi veya Pazar) verdi.' Kafenin kampanya koşulu, '(p ve q') => r' önermesinin doğruluk değerinin 1 (doğru) olmasıdır. Bir müşteri bu kampanyadan yararlanarak ücretsiz kahve hakkı KAZANAMADIĞINA göre, bu müşteri için aşağıdaki önermelerden hangisinin doğruluk değeri kesinlikle YANLIŞTIR?","{""A"": ""p v q'"", ""B"": ""q => r'"", ""C"": ""r => p"", ""D"": ""(p ve r') <=> q"", ""E"": ""(p v q) => r'""}",D,"Ücretsiz kahve hakkı kazanılamadığına göre, '(p ve q') => r' önermesinin doğruluk değeri 0'dır (yanlış). Bir ise (=>) önermesi, sadece '1 => 0' durumunda 0 değerini alır. Bu durumda, (p ve q') önermesi 1 ve r önermesi 0 olmalıdır. (p ve q') = 1 ise, p=1 ve q'=1 olmalıdır. q'=1 ise, q=0 olur. Dolayısıyla, bu müşteri için p=1, q=0 ve r=0'dır. Şimdi şıkları bu doğruluk değerlerine göre inceleyelim: A) p v q' = 1 v 0' = 1 v 1 = 1 (Doğru) B) q => r' = 0 => 0' = 0 => 1 = 1 (Doğru) C) r => p = 0 => 1 = 1 (Doğru) D) (p ve r') <=> q = (1 ve 0') <=> 0 = (1 ve 1) <=> 0 = 1 <=> 0 = 0 (Yanlış) E) (p v q) => r' = (1 v 0) => 0' = 1 => 1 = 1 (Doğru) Bu durumda, doğruluk değeri kesinlikle yanlış olan önerme D seçeneğidir."
Mantık,"Bir şehir kütüphanesi, okuyucularına sunduğu indirimleri belirli koşullara bağlamıştır. Bu koşullar aşağıdaki p, q ve r önermeleriyle ifade edilmektedir: p: ""Okuyucunun öğrenci kimliği vardır."" q: ""Okuyucu kitap kulübü üyesidir."" r: ""Okuyucu son 3 ayda en az 5 kitap okumuştur."" Kütüphanenin indirim kuralları şöyledir: * %10 indirim alır ancak ve ancak (p ve r') ise * %15 indirim alır ancak ve ancak (q veya r) ise * %20 indirim alır ancak ve ancak (p' ve q) ise Yeni bir okuyucu kütüphaneden kitap kiralarken %10 indirim aldığını, ancak %15 indirim alamadığını ve %20 indirim de alamadığını belirtmiştir. Buna göre, okuyucunun durumuyla ilgili aşağıdaki ifadelerden hangisi kesinlikle doğrudur?","{""A"": ""Okuyucunun öğrenci kimliği yoktur."", ""B"": ""Okuyucu kitap kulübü üyesidir."", ""C"": ""Okuyucu son 3 ayda en az 5 kitap okumuştur."", ""D"": ""Okuyucunun öğrenci kimliği taşımıyor olması, kitap kulübü üyesi olduğu anlamına gelir."", ""E"": ""Okuyucu kitap kulübü üyesi DEĞİL ANCAK VE ANCAK son 3 ayda en az 5 kitap okumuştur.""}",D,"1. Verilen bilgilere göre önermelerin doğruluk değerlerini bulalım: * '%10 indirim aldı' demek (p ve r') denktir 1 demektir. Buradan p denktir 1 ve r' denktir 1 olduğu, dolayısıyla r denktir 0 olduğu anlaşılır. * '%15 indirim alamadı' demek (q veya r) denktir 0 demektir. Buradan q denktir 0 ve r denktir 0 olduğu anlaşılır. (r denktir 0 bilgisi öncekiyle tutarlıdır.) * '%20 indirim alamadı' demek (p' ve q) denktir 0 demektir. Bulduğumuz p denktir 1 ve q denktir 0 değerlerini yerine koyarsak (1' ve 0) denktir (0 ve 0) denktir 0 sonucunu verir, bu da tutarlıdır. 2. Bu durumda önermelerin doğruluk değerleri şunlardır: p denktir 1 (Okuyucunun öğrenci kimliği var.) q denktir 0 (Okuyucu kitap kulübü üyesi değil.) r denktir 0 (Okuyucu son 3 ayda en az 5 kitap okumadı.) 3. Şıkları bu doğruluk değerlerine göre inceleyelim: A) Okuyucunun öğrenci kimliği yoktur. (p') denktir 1' denktir 0 (Yanlış) B) Okuyucu kitap kulübü üyesidir. (q) denktir 0 (Yanlış) C) Okuyucu son 3 ayda en az 5 kitap okumuştur. (r) denktir 0 (Yanlış) D) Okuyucunun öğrenci kimliği taşımıyor olması, kitap kulübü üyesi olduğu anlamına gelir. (p' ise q) denktir (1' ise 0) denktir (0 ise 0) denktir 1 (Doğru) E) Okuyucu kitap kulübü üyesi DEĞİL ANCAK VE ANCAK son 3 ayda en az 5 kitap okumuştur. (q' ancak ve ancak r) denktir (0' ancak ve ancak 0) denktir (1 ancak ve ancak 0) denktir 0 (Yanlış) Cevap D seçeneğidir."
Mantık,"Bir üniversitenin uluslararası bir burs programına kabul için adaylarda aradığı şartlar aşağıdaki önermelerle ifade edilmiştir: p: Öğrencinin genel not ortalaması 3.0'ın üzerindedir. q: Öğrencinin en az bir sosyal sorumluluk projesinde aktif görevi bulunmaktadır. r: Öğrencinin bilimsel, sanatsal veya spor alanında uluslararası bir başarısı vardır. Üniversite yetkilileri, başvuruları değerlendirirken `(p ve q') => (r veya q)` önermesinin yanlış olduğunu tespit etmiştir. Buna göre, aşağıdaki önermelerden hangisi her zaman doğrudur?","{""A"": ""p' veya r"", ""B"": ""q ve (p => r)"", ""C"": ""(q' veya r') => p"", ""D"": ""p <=> (q ve r)"", ""E"": ""r' ve q""}",C,"Verilen `(p ve q') => (r veya q)` önermesinin yanlış (0) olduğu belirtilmiştir. Bir koşullu önerme (A => B) ancak A doğru (1) ve B yanlış (0) iken yanlıştır. Bu durumda: 1. `(p ve q')` önermesi doğru (1) olmalıdır. 2. `(r veya q)` önermesi yanlış (0) olmalıdır. 1. `(p ve q') = 1` olması için hem `p=1` hem de `q'=1` olmalıdır. `q'=1` ise `q=0` olur. Yani, `p=1` ve `q=0` olarak bulunur. 2. `(r veya q) = 0` olması için hem `r=0` hem de `q=0` olmalıdır. Daha önce `q=0` bulduğumuz için bu durum bir çelişki yaratmaz ve `r=0` olarak bulunur. Özetle, önermelerin doğruluk değerleri: `p=1`, `q=0`, `r=0`. Şimdi şıklardaki önermeleri bu doğruluk değerlerine göre inceleyelim: A) `p' veya r` = `1' veya 0` = `0 veya 0` = `0` (Yanlış) B) `q ve (p => r)` = `0 ve (1 => 0)` = `0 ve 0` = `0` (Yanlış) C) `(q' veya r') => p` = `(0' veya 0') => 1` = `(1 veya 1) => 1` = `1 => 1` = `1` (Doğru) D) `p <=> (q ve r)` = `1 <=> (0 ve 0)` = `1 <=> 0` = `0` (Yanlış) E) `r' ve q` = `0' ve 0` = `1 ve 0` = `0` (Yanlış) Bu durumda, her zaman doğru olan önerme C şıkkıdır."
